metadata: deco UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: decoration,overview: description,overview: type,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: dedicatee name(s),people: dedicatee ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: other name(s),people: other ID(s),orgs: name(s),orgs: ID(s),places: name(s),places: ID(s),bibliography: bibl(s),bibliography: ref(s),bibliography: ref URI(s)
Uk_IO_Islamic_3540_deco_6,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 35r Tur defeated and killed by Minuchihr. 300215.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 35r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f035r
Uk_IO_Islamic_3540_deco_7,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 44r Zal embracing Rudaba. 295230.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 44r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f044r
Uk_IO_Islamic_3540_deco_8,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 54r The birth of Rustam. 295215.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 54r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f054r
Uk_IO_Islamic_3540_deco_9,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 71v Rustam and the White Demon. 305215.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 71v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f071v
Uk_IO_Islamic_3540_deco_10,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 91r The death of Suhrab. 305215.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 91r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f091r
Uk_IO_Islamic_3540_deco_11,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 98r The fire-ordeal of Siyavash. 295205.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 98r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f098r
Uk_IO_Islamic_3540_deco_12,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 106r Siyavash playing polo with Afrasiyab. 270225.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 106r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f106r
Uk_IO_Islamic_3540_deco_13,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 116r The murder of Siyavash. 295255.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 116r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f116r
Uk_IO_Islamic_3540_deco_14,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 121v Rustam in battle against Afrasiyab. 335270.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 121v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f121v
Uk_IO_Islamic_3540_deco_15,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 130r The enthronement of Kay Khusraw. 280205.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 130r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f130r
Uk_IO_Islamic_3540_deco_16,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 138v Persian troops sacking Farud's castle. 350255.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 138v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f138v
Uk_IO_Islamic_3540_deco_17,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 144v The battle of Mount Hamavan between the armies of Gudarz and Piran. 360270.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 144v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f144v
Uk_IO_Islamic_3540_deco_18,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 153r Ruhham and the Sorcerer. 360270.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 153r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f153r
Uk_IO_Islamic_3540_deco_19,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 166r Combat of Rustam and Ashkabus. 345280.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 166r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f166r
Uk_IO_Islamic_3540_deco_20,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,"f. 176r Rustam in battle, after being visited by Piran. 335255.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 176r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f176r
Uk_IO_Islamic_3540_deco_21,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 183r Rustam attacking the fortress of Kafur the man-eater. 360255.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 183r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f183r
Uk_IO_Islamic_3540_deco_22,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 195v Piran saves Bizhan from the gallows. 300205.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 195v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f195v
Uk_IO_Islamic_3540_deco_23,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 206r Rustam's raid on Afrasiyab's palace after rescuing Bizhan. 295210.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 206r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f206r
Uk_IO_Islamic_3540_deco_24,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 219r Barzu lassoing Faramurz. 335225.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 219r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f219r
Uk_IO_Islamic_3540_deco_25,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 225r Combat of Rustam and Barzu. 335280.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 225r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f225r
Uk_IO_Islamic_3540_deco_26,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 238v Encounter of Afrasiyab and Pilsam. 335255.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 238v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f238v
Uk_IO_Islamic_3540_deco_27,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 242r Rustam falls in combat with Pilsam. The latter being kicked by Rakhsh. 360295.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 242r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f242r
Uk_IO_Islamic_3540_deco_28,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 254v Human slain by Bizhan. 360255.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 254v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f254v
Uk_IO_Islamic_3540_deco_29,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 262r Combat of Giv and Piran. 325270.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 262r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f262r
Uk_IO_Islamic_3540_deco_30,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 274r Rustam leading the Persian army to war with Afrasiyab. 345255.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 274r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f274r
Uk_IO_Islamic_3540_deco_31,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 281v Kay Khusraw slays Ustuqila the Kurd. 360280.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 281v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f281v
Uk_IO_Islamic_3540_deco_32,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 288v The women of Afrasiyab before Kay Khusraw. 305230.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 288v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f288v
Uk_IO_Islamic_3540_deco_33,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 299r Execution of Afrasiyab by Kay Khusraw. 305225.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 299r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f299r
Uk_IO_Islamic_3540_deco_34,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,ff. 307v-308r Double-paged enthronement of Luhrasp. Each half 270160.,miniature,,307v,308r,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff. 307v-308r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f307v
Uk_IO_Islamic_3540_deco_35,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 315r Gushtasp killing the dragon. 305210.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 315r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f315r
Uk_IO_Islamic_3540_deco_36,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 324v Death of Zarir in battle between Iran and Turan. 345280.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 324v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f324v
Uk_IO_Islamic_3540_deco_37,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 339v Isfandiyar's attack on Arjasp in the Brazen Fortress. 345270.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 339v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f339v
Uk_IO_Islamic_3540_deco_38,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 356r Rustam shoots Isfandiyar in the eyes. 345245.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 356r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f356r
Uk_IO_Islamic_3540_deco_39,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 361v The death of Rustam. 335225.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 361v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f361v
Uk_IO_Islamic_3540_deco_40,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 373r Iskandar comforting the dying Dara. 305245.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 373r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f373r
Uk_IO_Islamic_3540_deco_41,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 381r Iskandar visiting the Ka'ba. 350215.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 381r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f381r
Uk_IO_Islamic_3540_deco_42,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 390r Iskandar building the wall against Gog and Magog. 305230.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 390r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f390r
Uk_IO_Islamic_3540_deco_43,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 401v Bahram Gur winning the crown from between the lions. 315215.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 401v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f401v
Uk_IO_Islamic_3540_deco_44,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 411v Bahram Gur hunting. 305230.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 411v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f411v
Uk_IO_Islamic_3540_deco_45,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 416v Bahram leading the Khaqan captive. 365270.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 416v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f416v
Uk_IO_Islamic_3540_deco_46,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 429r Battle between Piruz and Khushnavaz. 325270.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 429r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f429r
Uk_IO_Islamic_3540_deco_47,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 441v Capture of the Roman fortress by Nushirvan. 345225.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 441v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f441v
Uk_IO_Islamic_3540_deco_48,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 454r Battle between the Khaqan and the Haytalians. 370255.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 454r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f454r
Uk_IO_Islamic_3540_deco_49,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 463v Introduction of chess at the court of Nushirvan. 345225.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 463v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f463v
Uk_IO_Islamic_3540_deco_50,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 477v Nushirvan attacking a moated Roman fortress. 380215.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 477v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f477v
Uk_IO_Islamic_3540_deco_51,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 490v Sava Shah slain by Bahram Chubina. 345270.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 490v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f490v
Uk_IO_Islamic_3540_deco_52,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 502r The blinding of King Hurmuz and burning of his palace. 345230.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 502r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f502r
Uk_IO_Islamic_3540_deco_53,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 519r Khusraw embracing Maryam. 345205.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 519r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f519r
Uk_IO_Islamic_3540_deco_54,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 528v Bahram Chubina kills the lion-ape. 350225.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 528v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f528v
Uk_IO_Islamic_3540_deco_55,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,"f. 536v Khusraw and Gurdiya, sister of Bahram Chubina. 345205.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 536v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f536v
Uk_IO_Islamic_3540_deco_56,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 547v Shirvi sends an envoy to Khusraw. 360245.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 547v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f547v
Uk_IO_Islamic_3540_deco_57,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 561r Rustam killed by Sa'ad at the battle of Qadisiya. 340255.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 561r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f561r
Uk_IO_Islamic_3540_deco_58,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,ff. 568v-569r Double-paged hunting scene. Each half 280175.,miniature,,568v,569r,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff. 568v-569r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f568v
Uk_IO_Islamic_3540_deco_59,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,Red mid-twentieth century leather India Office Library binding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4788_deco_1,manuscript_3508,,Uk_IO_Islamic_4788,,manuscript,,Uk_IO_Islamic_4788,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_11918_deco_1,manuscript_5404,,Uk_Or_11918,,manuscript,,Uk_Or_11918,,Miniatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4763_deco_1,manuscript_3483,,Uk_IO_Islamic_4763,,manuscript,,Uk_IO_Islamic_4763,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_14_deco_1,manuscript_3194,,Uk_Delhi_Persian_14,,manuscript,,Uk_Delhi_Persian_14,,,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4777_deco_1,manuscript_3497,,Uk_IO_Islamic_4777,,manuscript,,Uk_IO_Islamic_4777,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_13935_deco_1,manuscript_5615,,Uk_Or_13935,,manuscript,,Uk_Or_13935,,Illustrated,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.4_deco_1,manuscript_3416,,Uk_IO_Islamic_4720.4,,manuscript,,Uk_IO_Islamic_4720.4,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_135_deco_1,manuscript_3191,,Uk_Delhi_Persian_135,,manuscript,,Uk_Delhi_Persian_135,,Rubrications,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_135_deco_2,manuscript_3191,,Uk_Delhi_Persian_135,,manuscript,,Uk_Delhi_Persian_135,,Scatered marginal comments,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4830_deco_1,manuscript_3574,,Uk_IO_Islamic_4830,,manuscript,,Uk_IO_Islamic_4830,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4824_deco_1,manuscript_3568,,Uk_IO_Islamic_4824,,manuscript,,Uk_IO_Islamic_4824,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4617_deco_1,manuscript_3314,,Uk_IO_Islamic_4617,,manuscript,,Uk_IO_Islamic_4617,,Rubrications,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4617_deco_2,manuscript_3314,,Uk_IO_Islamic_4617,,manuscript,,Uk_IO_Islamic_4617,,Ruled margins,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1210_deco_1,manuscript_32306,,Uk_Delhi_Persian_1210,,manuscript,,Uk_Delhi_Persian_1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1204_deco_1,manuscript_32299,,Uk_Delhi_Persian_1204,,manuscript,,Uk_Delhi_Persian_1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_103_deco_1,manuscript_32488,,Uk_RSPA_103,,manuscript,,Uk_RSPA_103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_4496_deco_1,manuscript_5157,,Uk_Or_4496,,manuscript,,Uk_Or_4496,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15175_deco_1,manuscript_5774,,Uk_Or_15175,,manuscript,,Uk_Or_15175,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_5762_deco_1,manuscript_6010,,Uk_Or_5762,,manuscript,,Uk_Or_5762,,Miniatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_5010_deco_1,manuscript_5931,,Uk_Or_5010,,manuscript,,Uk_Or_5010,,Miniatures,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_14256_deco_1,manuscript_5659,,Uk_Or_14256,,manuscript,,Uk_Or_14256,,Illustrated,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_116_deco_1,manuscript_32451,,Uk_RSPA_116,,manuscript,,Uk_RSPA_116,,"Gold and blue floral heading on f1v. Opening (ff1v-2r) decorated with gilded leaf design in margins. At the end of the poem, there is a golden illuminated endpiece.",initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_116_deco_2,manuscript_32451,,Uk_RSPA_116,,manuscript,,Uk_RSPA_116,,Ruled gilt margins. Verse markers are also gilded. The verses are outlined by a thin cloud-shaped gilded line.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_2780_deco_1,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,f. 14v Garshāsp visiting the Brahmans on the mountain of Sarandib.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 14v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f014v
Uk_Or_2780_deco_2,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,f. 18r Garshāsp looking at demons on the Island of Kadkīr.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 18r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f018r
Uk_Or_2780_deco_3,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,f. 29v Garshāsp demonstrating his hunting prowess to Ẓuḥḥāk by seizing a stag by his antlers.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 29v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f029v
Uk_Or_2780_deco_4,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,f. 44v The Mongols leaving the valley of Irgene Kun where they had taken refuge for 400 years from the Tatars.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 44v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f044v
Uk_Or_2780_deco_5,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,f. 49v Chingīz Khān fighting the Chinese in the mountains.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 49v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f049v
Uk_Or_2780_deco_6,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,"f. 61r Chingīz Khān in the pulpit in the mosque at Bukhara where the people were assembled for the festival prayers, calling himself the scourge of God. He said he was sent to punish the nation for its sins.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 61r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f061r
Uk_Or_2780_deco_7,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,"f. 89v The Caliph, al-Musta'ṣim, brought before Hūlāgū Khān.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 89v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f089v
Uk_Or_2780_deco_8,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,"f. 163v Bahman watching Farāmurz being hanged, burned and shot with arrows.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 163v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f163v
Uk_Or_2780_deco_9,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,"f. 171v Bahman looking at the bodies of Rustam, Sām, Narīmān, and Garshāsp in their coffins.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 171v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f171v
Uk_Or_2780_deco_10,manuscript_5912,,Uk_Or_2780,,manuscript,,Uk_Or_2780,,f. 202v Ṭaihūr riding in procession through the streets of Hamdān (? Samdān in the Yemen).,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 202v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_2780_f202v
