metadata: deco UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: decoration,overview: description,overview: type,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: dedicatee name(s),people: dedicatee ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: other name(s),people: other ID(s),orgs: name(s),orgs: ID(s),places: name(s),places: ID(s),bibliography: bibl(s),bibliography: ref(s),bibliography: ref URI(s)
Persian_MS_24_deco_3,manuscript_6724,,Persian_MS_24,,manuscript,,Persian_MS_24,"The volume opens with a double-page frontispiece within an illuminated border on folios 1b to 1Aa, in addition to five illustrations in the Turkman style.","Central text ruled in gold outlined with thin single internal and double external red lines, surrounded by comparatively bold blue single lines. Thin single gilt lines divide the vertical columns and horizontal breaks, outlined by internal and external single red lines, as well as the exterior margins.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_24_deco_4,manuscript_6724,,Persian_MS_24,,manuscript,,Persian_MS_24,,"The exterior covers feature sunken gilt medallions, pendants and corner-pieces embossed with floral arabesques, while the interior doublures appear similar, with one or two leaves etc. picked out in blue. Replaced bears a castle insignia in the tail panel and French title: AMOURSDE MEHER EN LANGUEPERSIENNE.",,spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_525_deco_1,manuscript_7020,,Persian_MS_525,,manuscript,,Persian_MS_525,,Containing some 80 miniatures,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_1,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The cat makes its way to the tavern. 7282,illustration,2a,2a,2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_2,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The mice cavort in the tavern. 8681,illustration,2b,2b,2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_3,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The cat seizes a mouse. 11183,illustration,3b,3b,3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_4,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The cat repents in the mosque for killing the mouse.15093,illustration,4b,4b,4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_5,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : A mouse reports the cat's repentance. 2538,illustration,5a,5a,5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_6,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : A delegation of seven mice brings gifts to the repentant cat.9681,illustration,5b,5b,5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_7,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The cat kills five of the mice delegation but two escape.108103,illustration,6a,6a,6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_8,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The king of the mice assembles his army. 148108,illustration,7b,7b,7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_9,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The cat appears before the king of the cats to account for his actions. 108122,illustration,8b,8b,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_10,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The captive cat appears before the king of the mice.11297,illustration,9a,9a,9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_11,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The vizier of the mice accompanies the cat on horseback.68 103,illustration,9b,9b,9b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_12,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : Cats slaughter the vizier of the mice. 103 85,illustration,10a,10a,10a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_13,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The army of the mice captures the cat. 124114,illustration,11a,11a,11a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_30_deco_14,manuscript_6791,,Persian_MS_30,,manuscript,,Persian_MS_30,,Folio : The king of the mice executes the cat. 148117,illustration,12a,12a,12a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_531_deco_1,manuscript_7027,,Persian_MS_531,,manuscript,,Persian_MS_531,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_257_deco_1,manuscript_6743,,Persian_MS_257,,manuscript,,Persian_MS_257,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_280_deco_1,manuscript_6769,,Persian_MS_280,,manuscript,,Persian_MS_280,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_294_deco_1,manuscript_6784,,Persian_MS_294,,manuscript,,Persian_MS_294,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_733_deco_1,manuscript_7236,,Persian_MS_733,,manuscript,,Persian_MS_733,,bears an octagonal paper label with the title in nasta‘līq script.,binding,Spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_900_deco_1,manuscript_7412,,Persian_MS_900,,manuscript,,Persian_MS_900,,Margins double-ruled in red surrounding by a single black lines.,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_900_deco_2,manuscript_7412,,Persian_MS_900,,manuscript,,Persian_MS_900,,"Board margins, and of spine, and interior dentelles all blined tooled with thick and thin lines and mitred corners, with blind single fillets on the the flap interior and exterior margins Title and date paletted on the in gold.",binding,head; tail; spine,Head Tail Spine,Head Tail Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_900_deco_3,manuscript_7412,,Persian_MS_900,,manuscript,,Persian_MS_900,,نصیر الدوله نصرت جنگ بهادر ۱۱۸۶ 2126,stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_900_deco_4,manuscript_7412,,Persian_MS_900,,manuscript,,Persian_MS_900,,هو الحی الظاهر دیوان کچهری هفتم ظفرآبادی Huwa al-Ḥayy al-Ẓāhir. Dīvān-i kachahrī haftum-i Ẓafarābādī. 1322,stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_914_deco_1,manuscript_7426,,Persian_MS_914,,manuscript,,Persian_MS_914,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_928_deco_1,manuscript_7440,,Persian_MS_928,,manuscript,,Persian_MS_928,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_916_deco_1,manuscript_7428,,Persian_MS_916,,manuscript,,Persian_MS_916,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_725_deco_1,manuscript_7228,,Persian_MS_725,,manuscript,,Persian_MS_725,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_731_deco_1,manuscript_7234,,Persian_MS_731,,manuscript,,Persian_MS_731,,bears an octagonal paper label with the title in nasta‘līq script.,binding,Spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_719_deco_1,manuscript_7222,,Persian_MS_719,,manuscript,,Persian_MS_719,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_282_deco_1,manuscript_6771,,Persian_MS_282,,manuscript,,Persian_MS_282,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_296_deco_1,manuscript_6786,,Persian_MS_296,,manuscript,,Persian_MS_296,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_527_deco_1,manuscript_7022,,Persian_MS_527,,manuscript,,Persian_MS_527,,"Board and flap margins blind tooled with single fillet lines, twice on the flap with fleurons above the mitred corners, the latter also evident underneath the decorated paper facing the boards.",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_26_deco_1,manuscript_6746,,Persian_MS_26,,manuscript,,Persian_MS_26,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_255_deco_1,manuscript_6741,,Persian_MS_255,,manuscript,,Persian_MS_255,,"Boards originally uniformly decorated together with the other volumes in the set, with recessed gilt paper onlays for the central scalloped mandorlas and detached pendants; however, none remain. Remnants of a paper label adhered to spine, with the volume number written in Persian on the in gold ink in nasta‘līq script.",binding,right board exterior,Front_cover,Front_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_533_deco_1,manuscript_7029,,Persian_MS_533,,manuscript,,Persian_MS_533,,"Folio bears a scalloped domed headpiece at the start of the preface, with gilt palmette foliate scrollwork on a solid gold ground, above cloud-collar designs featuring palmette scrollwork on an ultramarine ground. 8170 Folio bears another scalloped domed headpiece at the start of the poem proper, with floriate scrollwork executed over both gold and ultramarine grounds, above a rectangle containing a cartouche with the title written in white. 8172",headpiece,1b; 2b,1b 2b,1b 2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_533_deco_2,manuscript_7029,,Persian_MS_533,,manuscript,,Persian_MS_533,,"Folios bear cloud outlines around each line with the interstices infilled with goldwith gilt palmette foliate scrollwork on a solid gold ground, above cloud-collar designs featuring palmette scrollwork on an ultramarine ground.",carpetPage,1b to 2a,1b,2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_533_deco_3,manuscript_7029,,Persian_MS_533,,manuscript,,Persian_MS_533,,"Margins flecked on the illustrated pages and those opposite, as well as closing.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_533_deco_4,manuscript_7029,,Persian_MS_533,,manuscript,,Persian_MS_533,,"Margins ruled with thick gold lines outlined with thin black single black internal and double external lines, with intermediate single white lines, and another comparatively thin line of gold, outlined with thin single external and double internal lines, all surrounded by single pale blue lines.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_533_deco_5,manuscript_7029,,Persian_MS_533,,manuscript,,Persian_MS_533,,"Board margins painted black with foliate palmette vines, similar to Rylands Persian MS 520, 534, and 539. Title handwritten in nasta‘līq script on the in gold.",binding,spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian MS 520; 534; 539,https://www.fihrist.org.uk/catalog/manuscript_7015 https://www.fihrist.org.uk/catalog/manuscript_7030 https://www.fihrist.org.uk/catalog/manuscript_7035
Persian_MS_32_deco_1,manuscript_6813,,Persian_MS_32,,manuscript,,Persian_MS_32,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_269_deco_1,manuscript_6756,,Persian_MS_269,,manuscript,,Persian_MS_269,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_490_deco_1,manuscript_6986,,Persian_MS_490,,manuscript,,Persian_MS_490,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_484_deco_1,manuscript_6979,,Persian_MS_484,,manuscript,,Persian_MS_484,,Blank spaces on folios intended for headings left unfilled.,unfilled,27b to 84b,27b,84b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_484_deco_2,manuscript_6979,,Persian_MS_484,,manuscript,,Persian_MS_484,,,binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_484_deco_3,manuscript_6979,,Persian_MS_484,,manuscript,,Persian_MS_484,,"شاه علی حسن خان مسیح الدوله حکیم میرزا ۱۲۱۶ (Masīḥ al-Dawlah Ḥakīm Mīrzā Shāh ‘Alī Ḥasan Khān Bahādur, 1216).Masīḥ al-Dawlah Ḥakīm Mīrzā Shāh ‘Alī Ḥasan Khān Bahādur, 1216 2614",seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_453_deco_1,manuscript_6951,,Persian_MS_453,,manuscript,,Persian_MS_453,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_335_deco_1,manuscript_6830,,Persian_MS_335,,manuscript,,Persian_MS_335,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_447_deco_1,manuscript_6944,,Persian_MS_447,,manuscript,,Persian_MS_447,,"Board margins blind-tooled with a wide decorative roll featuring a scrollwork flourish bounded by double fillet lines either side, with single and double yellow ruled lines also drawn on either side. An octagonal paper label Persian bears the title of the volume in nasta‘līq: Siyar-i Muḥammad ‘Alī.",binding,spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_309_deco_1,manuscript_6801,,Persian_MS_309,,manuscript,,Persian_MS_309,,Red sheepskin skiver leather label applied to the spine titled TUSKIRAH I DOULET SHAHW in gold.leatherTUSKIRAH I DOULET SHAHWgold,binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_686_deco_1,manuscript_7189,,Persian_MS_686,,manuscript,,Persian_MS_686,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_876_deco_1,manuscript_7388,,Persian_MS_876,,manuscript,,Persian_MS_876,,"Gold-stamped onlays of either paper or leather featuring floral designs for the central mandorla, detached pendants, and corners. Boards decorated with a black border ~25 mm wide on the perimeters of the boards, outlined with ruled lines in yellow, with another single line in the centres. Pastedowns of vivid comb-patterned marbled paper manufactured in India. Spine rebacked in smooth, medium-brown goatskin leather, and the boards reattached with hinges of European ""Spanish"" waved-patterned marbled paper.paperleathermarbled paperIndialeathermarbled paper",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,
Persian_MS_862_deco_1,manuscript_7373,,Persian_MS_862,,manuscript,,Persian_MS_862,,"Folio bears gold cartouche bearing a basmalla surmounted by a scalloped domed headpiece, with a gilt ground, central palemtte designs, infilled and surmounted by further gilt floral scrollwork, surrounded by gilt marginal ruling with fishscale designs and green zig-zags. 10186",headpiece,1b,1b,1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_862_deco_2,manuscript_7373,,Persian_MS_862,,manuscript,,Persian_MS_862,,Text margins ruled in gold outlined with thin single internal and double external black lines surrounded by single blue lines.,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_862_deco_3,manuscript_7373,,Persian_MS_862,,manuscript,,Persian_MS_862,,"Boards elegantly gold-tooled with foliate scrollwork cornerpieces and stylized trefoils at the joins (the latter also seen on Persian MS 27). All bounded by exterior margins of single and double fillet lines with stylized trefoils at the joins. Board edges beard double fillets, while the interior dentelled bear palmette fleurons in the corners, connected pairs of single thin fillet lines joined at the leaves, with single lines also connecteding the bases, with dots on the joins. panels bear mitred triple pallet rectangles, with the triple single lines terminating in bold auricular palmettes. Titled: DEEVAN ISAHEEB.",binding,Spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_137_deco_1,manuscript_6616,,Persian_MS_137,,manuscript,,Persian_MS_137,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_651_deco_1,manuscript_7154,,Persian_MS_651,,manuscript,,Persian_MS_651,,Octagonal paper label on teh bears the alternate title in Persian.,binding,right board exterior,Front_cover,Front_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_645_deco_1,manuscript_7147,,Persian_MS_645,,manuscript,,Persian_MS_645,,"Vertical columns divided into horizontal rectangles for verses ruled in gold outlined in thin black single lines, with marginal ruling in also gold, outlined with thin doule-ruled black lines, and surrounded by a comparatively thick single lines in vermilion and blue.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_645_deco_2,manuscript_7147,,Persian_MS_645,,manuscript,,Persian_MS_645,,"خوش است مهر کتبخانه سلیمان جاه * بهر کتاب مزین چو نقش بسم الله، ١٢۴۴ Khvush ast muhur-i kitābkhānah-'i Sulaymān Jāh bahr-i kitāb; muzayyin chaw naqsh-i basmallah, 1244 (The seal of the library of Sulaymān Jāh is good; it embellishes the book like the design of a basmallah, 1244).Khvush ast muhur-i kitābkhānah-'i Sulaymān Jāh bahr-i kitāb; muzayyin chaw naqsh-i basmallah, 1244 Khvush ast muhur-i kitābkhānah-'i Sulaymān Jāh bahr-i kitāb; muzayyin chaw naqsh-i basmallah1244 The seal of the library of Sulaymān Jāh is good; it embellishes the book like the design of a basmallah, 1244basmallah1244 1737",stamp,,,,1244 ; 1244,,1828-07-14 1828-07-14,1829-07-02 1829-07-02,,#Hijri-qamari,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_645_deco_3,manuscript_7147,,Persian_MS_645,,manuscript,,Persian_MS_645,,"و هی مهر سلطان والا جناب * که زیبا بود بر چنین کتاب، ١٢۵۳ Va hay muhur-i Sulṭān Vālā Janāb; kih zībā buvad bar chunīn-i kitāb, 1253 (And O the seal of the Sultan of Exalted Majesty; which was thus beautiful on the book, 1253 AH [1837–38 CE]).Va hay muhur-i Sulṭān Vālā Janāb; kih zībā buvad bar chunīn-i kitāb, 1253Va hay muhur-i Sulṭān Vālā Janāb; kih zībā buvad bar chunīn-i kitāb1253And O the seal of the Sultan of Exalted Majesty; which was thus beautiful on the book, 1253 AH [1837–38 CE]1253 AH [1837–38 CE] 68~70",stamp,,,,1253; 1253 AH [1837–38 CE],,1837-04-07 1837-04-07,1838-03-26 1838-03-26,,#Hijri-qamari,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_645_deco_4,manuscript_7147,,Persian_MS_645,,manuscript,,Persian_MS_645,,"ناسخ هر مهر شد چون شد مزین بر کتاب * خاتم امجد علی شاه زمان عالیجناب، ١٢٦٠ Nāsukh har muhur shud chun shud muzayyin bar kitāb; khātim-i Amjad ‘Alī Shāh zamān-i ‘Ālījanāb, 1260 (Every [prior] seal became cancelled since the book became embellished by the seal of Amjad ‘Alī Shāh in the era of his Sublime Majesty, 1260).Nāsukh har muhur shud chun shud muzayyin bar kitāb; khātim-i Amjad ‘Alī Shāh zamān-i ‘Ālījanāb, 1260Nāsukh har muhur shud chun shud muzayyin bar kitāb; khātim-i Amjad ‘Alī Shāh zamān-i ‘Ālījanāb1260Every [prior] seal became cancelled since the book became embellished by the seal of Amjad ‘Alī Shāh in the era of his Sublime Majesty, 12601260 5345",stamp,,,,1260; 1260,,1844-01-22 1844-01-22,1845-01-09 1845-01-09,,#Hijri-qamari,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_645_deco_5,manuscript_7147,,Persian_MS_645,,manuscript,,Persian_MS_645,,"خاتم واجد علی سلطان عالم بر کتاب * ثابت و پر نور بادا تا فروغ آفتاب، ١٢۶۲ Khātim-i Wājid ‘Alī, Sulṭān-i ‘Ālam bar kitāb, s̄abit va pur nūr bādā tā farūgh-i āftāb, 1262 (The seal of Wājid ‘Alī, Sulṭān of the World, upon the book shall be permanent and as bright as sunlight, 1262 AH [1847 CE]).Khātim-i Wājid ‘Alī, Sulṭān-i ‘Ālam bar kitāb, s̄abit va pur nūr bādā tā farūgh-i āftāb, 1262Khātim-i Wājid ‘Alī, Sulṭān-i ‘Ālam bar kitāb, s̄abit va pur nūr bādā tā farūgh-i āftābThe seal of Wājid ‘Alī, Sulṭān of the World, upon the book shall be permanent and as bright as sunlight, 1262 AH [1847 CE]1262 AH [1847 CE] 4126",stamp,,,,1262 AH [1847 CE],,1844-01-22,1845-01-09,,#Hijri-qamari,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_645_deco_6,manuscript_7147,,Persian_MS_645,,manuscript,,Persian_MS_645,,۳۰ خواجه بابا مرید ظل مولی 1020,stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_123_deco_1,manuscript_6601,,Persian_MS_123,,manuscript,,Persian_MS_123,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_679_deco_1,manuscript_7182,,Persian_MS_679,,manuscript,,Persian_MS_679,,Margins ruled with double red lines surrounded by single black lines.,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_679_deco_2,manuscript_7182,,Persian_MS_679,,manuscript,,Persian_MS_679,,"Boards margins ruled with double yellow lines and again about 12 mm in from the edges. Handwritten title on the spine, now abraded.",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_678_deco_1,manuscript_7181,,Persian_MS_678,,manuscript,,Persian_MS_678,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_122_deco_1,manuscript_6600,,Persian_MS_122,,manuscript,,Persian_MS_122,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_136_deco_1,manuscript_6615,,Persian_MS_136,,manuscript,,Persian_MS_136,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_888_deco_1,manuscript_7399,,Persian_MS_888,,manuscript,,Persian_MS_888,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_650_deco_1,manuscript_7153,,Persian_MS_650,,manuscript,,Persian_MS_650,,"Folio bears a scalloped domed headpiece with gilt palmette foliate scrollwork on an ultramarine ground and an uninscribed central cartouche, and four vertical radiating lines.",headpiece,1b,1b,1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_650_deco_2,manuscript_7153,,Persian_MS_650,,manuscript,,Persian_MS_650,,All lines outlined with cloud bands of single painted gold ink outlined in thin black.,lineFill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_650_deco_3,manuscript_7153,,Persian_MS_650,,manuscript,,Persian_MS_650,,"Text margins ruled in single lines of red lead surrounded by single gold internal and external lines, the latter outlined withe thin single interior and double exterior black lines, surrounded by thin single red and blue lines.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_863_deco_1,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,Three illuminated headpieces:,"Folio bears a scalloped domed headpiece with gilt palmette foliate scrollwork on an ultramarine ground and an uninscribed central cartouche, and four vertical radiating lines.",headpiece,1b,1b,1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_863_deco_2,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,Three illuminated headpieces:,"Folios ruled in gold outlined with thin black lines, and surrounded by another single line. The margins of folios onwards ruled with single lines of ultramarine blue.",marginal,1b and 2a; 2b,1b 2b,2a> 2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_863_deco_3,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,,"Boards bear recessed gold-blocked red goatskin leather onlays for the central scallopped mandorlas that feature a pair of ducks, detached pendatns with lotus blossoms, the lattwer also appears on the flap. Board margines ruled with dsingle lines with flourishes that criss-cross the contral decoration, and surround it, along with thick-and-thin lines along the board edges. bears a printed paper label with the title in Persian.",binding,Spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkish MS 4_deco_1,manuscript_14564,,Turkish MS 4,,manuscript,,,,Illustrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_687_deco_1,manuscript_7190,,Persian_MS_687,,manuscript,,Persian_MS_687,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_693_deco_1,manuscript_7195,,Persian_MS_693,,manuscript,,Persian_MS_693,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_308_deco_1,manuscript_6800,,Persian_MS_308,,manuscript,,Persian_MS_308,,Illuminated headpiece on page .,headpiece,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_308_deco_2,manuscript_6800,,Persian_MS_308,,manuscript,,Persian_MS_308,,"Boards blocked with a scalloped central mandorlas, detached pendants, and corners in blind.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_320_deco_1,manuscript_6814,,Persian_MS_320,,manuscript,,Persian_MS_320,,Board perimeters and either side of the raised bands ruled with double lines in whitewhite,binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_446_deco_1,manuscript_6943,,Persian_MS_446,,manuscript,,Persian_MS_446,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_452_deco_1,manuscript_6950,,Persian_MS_452,,manuscript,,Persian_MS_452,,"Spine and board margins stained dark brown ~15mm in from the edges, with diagonal painted or ruled lines in the same dye. Exterior margins outlined with ruled double yellow lines on either side, along with single interior lines, all in yellow. Small octagonal paper label bears the title in Persian. Compare with Persian MS 477",binding,spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian MS 477,https://www.fihrist.org.uk/catalog/manuscript_6971
Persian_MS_334_deco_1,manuscript_6829,,Persian_MS_334,,manuscript,,Persian_MS_334,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_485_deco_1,manuscript_6980,,Persian_MS_485,,manuscript,,Persian_MS_485,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_491_deco_1,manuscript_6987,,Persian_MS_491,,manuscript,,Persian_MS_491,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_268_deco_1,manuscript_6755,,Persian_MS_268,,manuscript,,Persian_MS_268,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_254_deco_1,manuscript_6740,,Persian_MS_254,,manuscript,,Persian_MS_254,,"Boards uniformly decorated together with the other volumes as a set, with recessed gilt paper onlays for the central scalloped mandorlas and detached pendants, but no onlays remain. Paper label adhered to spine bears the Arabic letter yā (ي), and the volume number also appears written on the right board exterior, both in gold nasta‘līq. When originally lined up on the shelf, all of the letters would read: مثنوي Mas̲navīgilt paperPapergoldمثنويMas̲navī",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_33_deco_1,manuscript_6824,,Persian_MS_33,,part,,manuscript_6824-item1,,"Spines of both volumes uniformly fully gilt, with with double fillet lines palleted on either sides of the bands, central twining quatrefoils and floral scrollwork corners within the panels, and scalloped solid and dotted lines surmounted by floral scrollwork decorative rolls at and , with the latter again in blind on the board edges. Red goatskin leather labels titled HAPHYZ CUM SCHOLIIS. with the volume numbers on black skiver now deteriorated. Blind single fillet lines on the board margins.",binding,spine; head; tail; spine,Spine Head Tail Spine,Spine Head Tail Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
